,id,room_type,price,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker
54043,32353226,0,350,282,3,98,1,4,2.0,2.0,3.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54046,32353650,1,35,1,1,94,1,1,1.5,1.0,1.0,4,15.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
54047,32353666,0,100,1,2,90,1,1,1.0,0.0,1.0,4,30.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1
54048,32354072,0,120,1,2,70,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1
54049,32354134,0,111,13,3,92,1,4,1.0,0.0,2.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
54050,32354139,0,111,13,3,92,1,6,1.0,0.0,3.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
54051,32354145,0,111,13,3,92,1,6,2.0,1.0,3.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
54052,32354150,0,111,13,3,92,1,6,1.0,1.0,3.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
54053,32354178,0,65,1,3,100,1,4,1.0,0.0,2.0,4,15.0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54054,32354303,0,126,13,3,92,1,8,1.0,1.0,4.0,4,0.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
54055,32354510,0,80,1,3,100,1,4,1.0,1.0,2.0,4,55.0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
54059,32355900,0,144,1,3,100,1,4,2.0,3.0,2.0,4,77.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0
54060,32356276,0,65,1,3,100,1,2,1.0,1.0,1.0,4,48.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
54061,32356658,0,90,1,3,100,1,2,1.0,0.0,1.0,4,25.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1
54062,32356759,0,250,282,3,98,1,4,1.0,1.0,2.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54063,32357240,0,100,1,3,100,1,4,1.0,1.0,3.0,4,0.0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1
54064,32357297,0,300,1,3,100,16,6,2.0,4.0,4.0,4,70.0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54065,32357348,0,70,1,2,89,1,2,1.0,1.0,1.0,4,20.0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
54066,32359273,0,110,1,3,100,1,4,1.5,2.0,2.0,4,20.0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1
54067,32360055,0,120,1,3,100,1,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
54068,32360167,0,125,1,1,67,1,6,1.0,2.0,3.0,4,20.0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54069,32360313,0,61,1,3,100,6,3,1.0,0.0,2.0,4,0.0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
54070,32361198,0,179,2,3,100,1,4,1.0,2.0,4.0,4,59.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
54071,32361924,0,60,1,3,100,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54072,32363395,0,70,1,3,92,1,2,1.0,0.0,1.0,4,15.0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
54073,32363895,0,120,1,2,100,1,4,1.5,1.0,2.0,4,20.0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
54074,32368987,0,270,1,2,100,16,4,2.0,2.0,2.0,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1
54075,32370190,0,54,1,3,100,1,2,1.0,0.0,1.0,4,12.0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54077,32370966,1,145,4,3,100,2,2,1.0,1.0,1.0,4,35.0,3,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
54079,32372169,0,99,1,2,90,1,3,1.0,1.0,2.0,4,35.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
54080,32372194,0,60,1,3,100,1,2,1.0,1.0,1.0,4,52.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
54082,32372325,0,400,282,3,98,1,4,2.0,2.0,2.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
54084,32373376,0,100,1,3,100,1,2,1.0,1.0,1.0,4,50.0,3,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54088,32373602,0,283,17,2,95,1,6,1.0,2.0,4.0,4,134.0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0
54089,32373643,0,236,153,3,99,1,3,1.0,1.0,1.0,4,75.0,3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0
54090,32373904,0,281,153,3,99,1,4,1.0,1.0,1.0,4,75.0,3,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
54091,32374804,0,55,1,3,100,6,2,1.0,0.0,1.0,4,15.0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0
54092,32374883,0,150,1,3,100,1,2,2.0,1.0,1.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
54095,32375560,0,150,96,3,100,1,4,1.0,2.0,2.0,4,79.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
54096,32375566,0,195,1,3,100,1,6,1.0,2.0,3.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
54097,32376016,0,600,161,3,99,1,6,3.5,3.0,3.0,4,70.0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
54098,32376076,0,163,1,2,100,1,4,1.0,2.0,2.0,4,85.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1
54100,32376881,0,73,1,3,100,1,2,2.0,0.0,1.0,4,48.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
54103,32378444,0,83,1,3,100,1,4,1.0,0.0,2.0,4,52.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
54104,32378475,1,34,1,2,78,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
54105,32378670,0,65,1,3,100,1,4,1.0,0.0,2.0,4,52.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
54106,32378718,0,150,1,3,100,1,2,1.0,1.0,1.0,4,80.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
54107,32379844,0,200,161,3,99,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0
54108,32379938,0,64,1,3,100,1,2,1.0,1.0,1.0,4,55.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
54110,32380269,0,200,161,3,99,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1
54111,32380309,0,86,1,3,100,1,4,1.0,1.0,2.0,4,60.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
54112,32380504,0,120,1,1,100,1,4,1.0,2.0,2.0,4,0.0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
54113,32382989,0,75,5,3,100,1,2,1.0,0.0,1.0,4,25.0,3,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
54117,32390540,0,50,6,2,92,1,2,1.0,0.0,1.0,4,20.0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54118,32390979,0,114,1,3,100,1,4,1.0,1.0,2.0,4,15.0,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
54119,32391392,1,36,1,3,100,1,1,1.0,1.0,1.0,4,20.0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54120,32391627,0,60,1,2,100,1,4,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
54121,32391702,0,70,1,3,100,1,2,1.0,0.0,1.0,4,0.0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54122,32392821,0,38,1,3,80,1,2,1.0,0.0,1.0,4,12.0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
54123,32393137,0,60,23,3,91,1,2,1.0,1.0,1.0,4,80.0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54124,32393425,0,90,1,3,82,1,3,1.5,0.0,0.0,4,20.0,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54125,32393472,1,50,1,1,80,1,2,1.5,1.0,1.0,4,15.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54126,32394073,0,283,1,1,90,1,5,1.5,2.0,4.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54127,32394367,0,600,282,3,98,1,8,1.0,3.0,5.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54128,32396526,0,200,161,3,99,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1
54129,32396528,0,90,96,3,100,1,2,1.5,1.0,1.0,4,68.0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54130,32397288,0,170,3,2,100,6,7,1.5,2.0,7.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
54131,32397621,0,55,1,2,100,1,1,1.0,0.0,1.0,4,39.0,3,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
54132,32397643,1,48,1,3,100,1,1,1.0,1.0,1.0,4,25.0,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1
54133,32397703,1,100,1,1,63,4,3,1.0,1.0,1.0,4,0.0,3,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54134,32397979,0,109,1,3,100,1,2,1.0,0.0,0.0,4,39.0,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
54135,32398186,0,59,1,3,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
54136,32398561,0,200,1,3,100,1,5,1.5,2.0,3.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
54137,32398803,0,65,1,3,100,1,2,1.0,0.0,1.0,4,49.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
54138,32398842,0,95,2,3,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
54139,32398869,0,500,282,3,98,1,6,1.0,2.0,4.0,4,200.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
54140,32399203,0,65,1,3,100,1,2,1.0,0.0,1.0,4,49.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1
54141,32399213,0,50,18,3,100,1,2,1.0,1.0,2.0,4,0.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
54142,32399684,0,70,1,0,0,1,2,1.0,0.0,0.0,4,35.0,3,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
54143,32400669,0,70,23,3,91,1,4,1.0,1.0,1.0,4,70.0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
54144,32400800,0,65,1,2,100,6,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
54146,32401326,0,55,1,3,90,1,3,1.0,1.0,1.0,4,20.0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
54148,32402003,0,75,1,3,100,1,2,1.0,0.0,1.0,4,23.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1
54149,32404680,0,200,2,3,100,1,4,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
54150,32411357,0,45,1,1,100,1,2,1.0,1.0,1.0,4,5.0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
54151,32412788,0,550,1,2,100,1,6,2.5,4.0,4.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
54152,32413698,0,120,1,2,100,1,2,1.0,0.0,1.0,4,15.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1
54153,32413950,0,65,1,3,100,1,4,1.0,1.0,2.0,4,25.0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54154,32414185,0,66,1,3,100,1,2,1.0,0.0,1.0,4,25.0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
54155,32414623,0,100,2,2,100,1,4,1.0,0.0,2.0,4,45.0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
54156,32414686,0,150,282,3,98,1,3,1.0,1.0,2.0,4,150.0,3,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
54157,32415007,0,300,1,2,94,1,4,2.5,2.0,2.0,4,0.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54158,32415183,0,88,2,3,100,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54159,32416165,0,85,2,3,100,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54160,32416185,0,210,2,3,100,1,6,2.5,2.0,5.0,4,75.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
54161,32416586,0,120,1,2,100,13,6,1.0,4.0,5.0,4,60.0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54162,32417138,0,85,1,3,100,1,4,1.0,1.0,2.0,4,25.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
54163,32417267,0,200,7,3,100,1,4,2.0,1.0,1.0,4,150.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54165,32417844,0,500,1,0,38,1,8,1.0,2.0,3.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
54166,32417921,0,40,1,3,100,1,1,1.0,0.0,1.0,4,5.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54168,32419260,0,130,1,3,80,1,2,1.0,1.0,1.0,4,30.0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
54169,32420541,1,50,1,3,90,1,2,1.0,1.0,1.0,4,0.0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
54170,32420678,0,65,1,3,100,1,2,1.0,1.0,2.0,4,35.0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
54171,32421787,0,74,1,1,87,1,3,1.0,0.0,3.0,4,18.0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
54172,32422650,0,90,1,2,91,1,2,1.0,0.0,1.0,4,30.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
54173,32422774,0,250,2,3,90,6,6,1.0,2.0,2.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
54174,32422917,0,100,1,2,100,1,3,1.0,1.0,1.0,4,15.0,3,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54175,32423093,0,139,1,3,100,1,3,1.0,0.0,1.0,4,39.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
54176,32423302,0,65,2,3,100,1,1,1.0,1.0,2.0,4,25.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
54177,32424077,0,62,1,3,100,1,2,1.0,1.0,2.0,4,20.0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54178,32424694,0,116,1,3,100,1,2,1.5,1.0,1.0,4,74.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
54180,32430633,1,95,2,3,100,1,2,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
54182,32432046,0,120,1,3,100,6,4,1.5,0.0,3.0,4,15.0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0
54183,32432398,0,80,1,3,100,6,4,1.5,2.0,2.0,4,25.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
54184,32432801,1,44,1,2,100,1,2,1.0,1.0,2.0,4,15.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
54185,32433181,0,60,2,3,100,6,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
54187,32433962,0,90,1,3,100,1,2,1.0,1.0,1.0,4,20.0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54188,32434464,0,199,4,3,100,16,4,1.0,0.0,2.0,4,50.0,3,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1
54189,32434752,0,150,1,2,100,1,4,1.0,1.0,2.0,4,60.0,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
54191,32434776,0,95,1,3,100,1,3,1.0,1.0,3.0,4,49.0,3,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54192,32435104,1,60,1,2,100,1,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54193,32435296,0,79,1,3,100,1,4,1.0,1.0,2.0,4,10.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54194,32436246,0,55,2,3,100,6,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
54196,32437275,0,100,1,1,100,1,4,1.0,1.0,1.0,4,25.0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54198,32437758,0,170,1,3,100,1,5,1.0,3.0,4.0,4,40.0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54199,32437776,0,80,1,2,88,1,2,1.0,0.0,1.0,4,50.0,3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54200,32438077,0,150,1,1,90,1,2,1.0,1.0,1.0,4,65.0,3,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
54201,32438188,0,80,1,2,100,1,3,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
54203,32439867,0,90,2,3,100,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54204,32440073,0,79,74,3,100,1,4,1.0,1.0,1.0,4,50.0,3,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54205,32440547,0,149,74,3,100,1,4,1.0,2.0,2.0,4,50.0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54210,32442668,0,37,1,3,100,1,1,1.0,0.0,1.0,4,10.0,3,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
54211,32442731,1,40,1,3,90,1,1,1.0,1.0,1.0,4,10.0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
54212,32443236,0,120,1,1,75,1,1,1.0,1.0,2.0,4,15.0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
54213,32443496,0,264,1,3,100,1,4,1.5,1.0,2.0,4,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1
54216,32444837,0,370,40,3,99,1,10,2.5,4.0,5.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
54217,32444902,0,95,1,3,100,1,2,1.0,1.0,1.0,4,0.0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1
54218,32445405,0,95,1,1,50,16,4,2.0,1.0,1.0,4,0.0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54220,32445599,0,40,1,3,100,1,2,1.0,0.0,2.0,4,30.0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0
54221,32446167,0,70,1,3,100,1,2,1.5,0.0,1.0,4,0.0,3,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
54222,32446206,0,180,1,0,0,21,5,1.5,3.0,4.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54223,32446442,0,70,2,3,100,1,2,1.0,1.0,1.0,4,20.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
54224,32453669,0,85,1,2,71,1,2,1.0,1.0,1.0,4,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
54226,32455688,0,42,1,3,100,1,2,1.0,0.0,1.0,4,10.0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
54227,32456240,0,99,1,3,100,1,2,1.5,1.0,1.0,4,75.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
54228,32456263,1,55,1,1,60,1,1,1.0,1.0,1.0,4,15.0,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54230,32456995,1,90,2,2,100,10,2,1.0,1.0,1.0,4,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
54231,32457096,0,211,22,3,100,1,8,2.5,3.0,3.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
54232,32457111,0,170,4,2,100,6,4,1.0,0.0,1.0,4,50.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
54233,32457890,0,129,1,3,80,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0
54235,32460057,0,56,6,3,98,1,2,1.0,1.0,1.0,4,34.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
54236,32460100,1,65,2,3,100,1,3,1.5,2.0,4.0,4,15.0,3,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
54237,32460208,0,680,282,3,98,1,6,1.0,3.0,3.0,4,200.0,5,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
54238,32460540,0,109,1,3,100,1,4,1.0,1.0,1.0,4,40.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
54239,32460564,0,41,1,1,100,1,1,1.0,0.0,1.0,4,40.0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
54240,32460691,0,95,3,3,100,1,2,1.0,1.0,1.0,4,70.0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54241,32460737,0,86,1,0,0,1,4,1.0,0.0,0.0,4,30.0,3,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
54242,32460818,0,75,1,2,100,1,2,1.0,1.0,1.0,4,25.0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
